Id,Title,StaringActorId,ActorAgeGapId,AgeGapDefinition,Genres,NumberOfVotes,Rating,Success
1372,No Strings Attached,12667,5,20s,"Comedy,Romance",192625,6.2,0
1373,Riddick,16911,3,40s,"Action,Sci-Fi,Thriller",141639,6.4,0
1374,The Hangover Part II,188089,4,30s,"Comedy,Mystery",422178,6.5,0
1375,Predators,16815,4,30s,"Action,Adventure,Sci-Fi",194663,6.4,0
1376,Hansel & Gretel: Witch Hunters,688641,3,40s,"Action,Fantasy,Horror",179060,6.1,0
1377,The Wolverine,410842,3,40s,"Action,Adventure,Sci-Fi",388221,6.7,0
1378,Deadpool,17387,4,30s,"Action,Adventure,Comedy",778185,8.0,1
1379,Rio,257728,5,20s,"Adventure,Animation,Comedy",186889,6.9,0
1380,Community,548190,4,30s,Comedy,169318,8.5,1
1381,Battleship,20138,4,30s,"Action,Adventure,Sci-Fi",222213,5.8,0
1382,Under the Skin,420558,5,20s,"Drama,Horror,Sci-Fi",108871,6.3,0
1383,Modern Family,602573,1,+60s,"Comedy,Romance",300134,8.4,1
1384,Spartacus: Blood and Sand,1933319,4,30s,"Action,Adventure,Biography",199528,8.5,1
1385,The Master,12913,3,40s,Drama,126507,7.1,0
1386,One Day,18720,5,20s,"Drama,Romance",124476,7.0,0
1387,Just Go with It,11795,3,40s,"Comedy,Romance",195689,6.4,0
1388,Teen Wolf,673545,6,teenager,"Action,Comedy,Drama",112365,7.7,1
1389,Man on a Ledge,898888,4,30s,"Action,Adventure,Crime",135663,6.6,0
1390,The Girl with the Dragon Tattoo,187404,3,40s,"Crime,Drama,Mystery",378322,7.8,1
1391,War Horse,3468759,5,20s,"Drama,History,War",133008,7.2,0
1392,"Crazy, Stupid, Love.",148692,3,40s,"Comedy,Drama,Romance",427308,7.4,1
1393,Pretty Little Liars,84029,5,20s,"Drama,Mystery,Romance",138722,7.5,1
1394,G.I. Joe: Retaliation,416932,3,40s,"Action,Adventure,Sci-Fi",163088,5.8,0
1395,Shameless,14067,5,20s,"Comedy,Drama",159861,8.7,1
1396,Maleficent,12005,4,30s,"Action,Adventure,Family",295272,7.0,0
1397,Warm Bodies,375205,5,20s,"Comedy,Horror,Romance",205201,6.9,0
1398,Insidious,885211,4,30s,"Horror,Mystery,Thriller",245249,6.8,0
1399,Johnny English Reborn,12563,2,50s,"Action,Adventure,Comedy",104426,6.3,0
1400,Project X,3244519,5,20s,Comedy,174221,6.7,0
1401,In Time,17529,5,20s,"Action,Sci-Fi,Thriller",339304,6.7,0
1402,Ted,12705,3,40s,"Comedy,Fantasy,Romance",526657,6.9,0
1403,The Man from U.N.C.L.E.,158251,4,30s,"Action,Adventure,Comedy",232692,7.3,1
1404,The Dictator,65124,3,40s,Comedy,244294,6.4,0
1405,How to Train Your Dragon 2,70506,4,30s,"Action,Adventure,Animation",261454,7.8,1
1406,Wrath of the Titans,898888,4,30s,"Action,Adventure,Fantasy",168826,5.7,0
1407,Lo imposible,873249,3,40s,"Drama,History,Thriller",171965,7.6,1
1408,Super 8,1293824,6,teenager,"Mystery,Sci-Fi,Thriller",315299,7.0,0
1409,Kick-Ass 2,1296363,5,20s,"Action,Comedy,Crime",232067,6.6,0
1410,The Age of Adaline,496921,5,20s,"Drama,Fantasy,Romance",132655,7.2,0
1411,The Artist,247957,4,30s,"Comedy,Drama,Romance",213224,7.9,1
1412,The Perks of Being a Wallflower,495357,6,teenager,"Drama,Romance",412302,8.0,1
1413,Cinderella,4018422,5,20s,"Drama,Family,Fantasy",135869,6.9,0
1414,The Revenant,12601,3,40s,"Action,Adventure,Biography",585773,8.0,1
1415,Pacific Rim,254181,3,40s,"Action,Adventure,Sci-Fi",434802,6.9,0
1416,Ice Age: Continental Drift,17416,2,50s,"Adventure,Animation,Comedy",169059,6.6,0
1417,Now You See Me,257728,5,20s,"Crime,Mystery,Thriller",537135,7.3,1
1418,Contraband,12705,3,40s,"Action,Crime,Drama",109935,6.5,0
1419,Melancholia,12842,5,20s,"Drama,Sci-Fi",148788,7.1,0
1420,Exodus: Gods and Kings,12751,4,30s,"Action,Adventure,Drama",147765,6.0,0
1421,Elysium,12817,3,40s,"Action,Drama,Sci-Fi",385958,6.6,0
1422,Captain Phillips,12621,2,50s,"Biography,Drama,Thriller",377197,7.8,1
1423,The Mortal Instruments: City of Bones,2907461,5,20s,"Action,Fantasy,Horror",119431,5.9,0
1424,127 Hours,270910,4,30s,"Adventure,Biography,Drama",315801,7.6,1
1425,Premium Rush,327791,4,30s,"Action,Crime,Thriller",103954,6.5,0
1426,The Last Stand,12679,1,+60s,"Action,Thriller",124657,6.4,0
1427,Agents of S.H.I.E.L.D.,170311,2,50s,"Action,Adventure,Drama",177174,7.5,1
1428,Need for Speed,644822,4,30s,"Action,Crime,Thriller",152128,6.5,0
1429,Orange Is the New Black,2343106,5,20s,"Comedy,Crime,Drama",247059,8.1,1
1430,Spectre,187404,3,40s,"Action,Adventure,Thriller",342144,6.8,0
1431,Brooklyn,1663711,5,20s,"Drama,Romance",112129,7.5,1
1432,Mission: Impossible - Rogue Nation,12592,2,50s,"Action,Adventure,Thriller",298407,7.4,1
1433,Focus,12689,3,40s,"Comedy,Crime,Drama",185966,6.6,0
1434,The Other Woman,12602,3,40s,"Comedy,Romance",119736,6.0,0
1435,Before Midnight,12623,3,40s,"Drama,Romance",118620,7.9,1
1436,Transcendence,12599,2,50s,"Drama,Mystery,Romance",200044,6.3,0
1437,Side Effects,2029120,5,20s,"Crime,Drama,Mystery",165377,7.1,0
1438,X-Men: Days of Future Past,12376,1,+60s,"Action,Adventure,Sci-Fi",600436,8.0,1
1439,Spotlight,727417,3,40s,"Crime,Drama,History",344055,8.1,1
1440,Serbuan maut,3254496,5,20s,"Action,Thriller",171255,7.6,1
1441,The Spectacular Now,2008256,5,20s,"Comedy,Drama,Romance",129665,7.1,0
1442,We're the Millers,803281,4,30s,"Comedy,Crime",362126,7.0,0
1443,Shame,1262061,4,30s,Drama,167688,7.2,0
1444,The Way Way Back,148692,2,50s,"Comedy,Drama",130343,7.4,1
1445,Bohemian Rhapsody,1903530,4,30s,"Biography,Drama,Music",133358,8.4,1
1446,Ender's Game,12611,1,+60s,"Action,Adventure,Fantasy",206887,6.6,0
1447,Snow White and the Huntsman,797792,5,20s,"Action,Adventure,Drama",254045,6.1,0
1448,Moonrise Kingdom,4261990,6,teenager,"Adventure,Comedy,Drama",283201,7.8,1
1449,Spartacus: Gods of the Arena,11918,3,40s,"Action,Adventure,Biography",111295,8.5,1
1450,This Is 40,706991,3,40s,"Comedy,Romance",116318,6.2,0
1451,Killing Them Softly,12556,3,40s,"Crime,Thriller",122364,6.2,0
1452,The Expendables 2,12693,1,+60s,"Action,Adventure,Thriller",272329,6.6,0
1453,The Twilight Saga: Breaking Dawn - Part 2,797792,5,20s,"Adventure,Drama,Fantasy",209094,5.5,0
1454,Intouchables,167256,2,50s,"Biography,Comedy,Drama",644545,8.5,1
1455,Ready Player One,4293798,5,20s,"Action,Adventure,Sci-Fi",244545,7.6,1
1456,Despicable Me 2,148692,2,50s,"Adventure,Animation,Comedy",333526,7.4,1
1457,Carnage,12612,3,40s,"Comedy,Drama",109054,7.2,0
1458,Sausage Party,691617,4,30s,"Adventure,Animation,Comedy",152832,6.2,0
1459,Chronicle,2827669,5,20s,"Drama,Sci-Fi,Thriller",225530,7.1,0
1460,Snowpiercer,267611,4,30s,"Action,Drama,Sci-Fi",227429,7.1,0
1461,Les Mis̩rables,410842,3,40s,"Drama,History,Musical",278273,7.6,1
1462,Wreck-It Ralph,13067,3,40s,"Adventure,Animation,Comedy",323305,7.7,1
1463,Pirates of the Caribbean: Dead Men Tell No Tales,12599,2,50s,"Action,Adventure,Fantasy",212697,6.6,0
1464,The Maze Runner,3641210,5,20s,"Action,Mystery,Sci-Fi",375671,6.8,0
1465,Zero Dark Thirty,1705859,4,30s,"Drama,Thriller",244186,7.4,1
1466,The Campaign,13604,3,40s,Comedy,116736,6.1,0
1467,13 Reasons Why,2021732,5,20s,"Drama,Mystery",195876,8.1,1
1468,Revenge,13119,2,50s,"Drama,Mystery,Thriller",105849,7.9,1
1469,Person of Interest,11633,3,40s,"Action,Crime,Drama",149781,8.4,1
1470,Divergent,901830,5,20s,"Action,Adventure,Mystery",390245,6.7,0
1471,Once Upon a Time,322654,4,30s,"Adventure,Fantasy,Romance",195409,7.8,1
1472,Captain America: The Winter Soldier,267611,4,30s,"Action,Adventure,Sci-Fi",624206,7.8,1
1473,American Horror Story,2989487,5,20s,"Drama,Horror,Thriller",241238,8.1,1
1474,Django Unchained,16974,3,40s,"Drama,Western",1165508,8.4,1
1475,End of Watch,351402,4,30s,"Action,Crime,Drama",206882,7.6,1
1476,Resident Evil: Retribution,12633,4,30s,"Action,Horror,Sci-Fi",122455,5.4,0
1477,House of Cards,12691,2,50s,Drama,415610,8.9,1
1478,Blade Runner 2049,12611,1,+60s,"Drama,Mystery,Sci-Fi",346412,8.0,1
1479,Deepwater Horizon,12705,3,40s,"Action,Drama,History",126971,7.1,0
1480,Safety Not Guaranteed,2282804,5,20s,"Comedy,Drama,Romance",110282,7.0,0
1481,The Amazing Spider-Man 2,2058216,4,30s,"Action,Adventure,Sci-Fi",376128,6.6,0
1482,The Judge,12838,3,40s,"Crime,Drama",158810,7.4,1
1483,Parker,17494,3,40s,"Action,Crime,Romance",103030,6.2,0
1484,Furious 6,16911,3,40s,"Action,Crime,Thriller",339456,7.1,0
1485,Flight,12706,2,50s,"Drama,Thriller",295604,7.3,1
1486,The Call,11536,3,40s,"Crime,Horror,Thriller",101417,6.7,0
1487,Magic Mike,1621441,4,30s,"Comedy,Drama",121303,6.1,0
1488,Sinister,12623,3,40s,"Horror,Mystery,Thriller",192120,6.8,0
1489,Trance,527448,4,30s,"Crime,Drama,Mystery",103191,6.9,0
1490,Let's Be Cops,2253840,4,30s,"Comedy,Crime",119615,6.5,0
1491,Seven Psychopaths,268626,4,30s,"Comedy,Crime",217575,7.2,0
1492,Homeland,12595,4,30s,"Crime,Drama,Mystery",271463,8.3,1
1493,Southpaw,351402,4,30s,"Drama,Sport",193182,7.4,1
1494,Her,12222,4,30s,"Drama,Romance,Sci-Fi",446495,8.0,1
1495,American Hustle,12751,4,30s,"Crime,Drama",407900,7.3,1
1496,Unbroken,2039754,5,20s,"Biography,Drama,Sport",126483,7.2,0
1497,After Earth,1682805,6,teenager,"Action,Adventure,Sci-Fi",177746,4.8,0
1498,The Place Beyond the Pines,324317,4,30s,"Crime,Drama,Thriller",220527,7.3,1
1499,Nebraska,11740,1,+60s,"Adventure,Comedy,Drama",103279,7.7,1
1500,RED 2,12709,2,50s,"Action,Comedy,Crime",144847,6.6,0
1501,Chappie,1793444,3,40s,"Action,Crime,Drama",208257,6.8,0
1502,Black Panther,1718482,3,40s,"Action,Adventure,Sci-Fi",419279,7.4,1
1503,New Girl,223910,4,30s,Comedy,166276,7.7,1
1504,Jodaeiye Nader az Simin,1946566,3,40s,"Crime,Drama,Family",188262,8.3,1
1505,Mud,12653,3,40s,Drama,153432,7.4,1
1506,Miss Peregrine's Home for Peculiar Children,1383840,4,30s,"Adventure,Drama,Fantasy",134590,6.7,0
1507,Steve Jobs,1262061,4,30s,"Biography,Drama",134435,7.2,0
1508,Neighbors,691617,4,30s,Comedy,258503,6.3,0
1509,War Dogs,1832376,4,30s,"Comedy,Crime,Drama",145704,7.1,0
1510,Guardians of the Galaxy,666394,4,30s,"Action,Adventure,Comedy",889612,8.1,1
1511,Mama,1705859,4,30s,"Horror,Thriller",155438,6.2,0
1512,Identity Thief,13329,3,40s,"Adventure,Comedy,Crime",111482,5.7,0
1513,Non-Stop,13016,1,+60s,"Action,Mystery,Thriller",228866,7.0,0
1514,12 Years a Slave,253479,4,30s,"Biography,Drama,History",556712,8.1,1
1515,The Great Wall,12817,3,40s,"Action,Adventure,Fantasy",104632,6.0,0
1516,Inside Llewyn Davis,1400540,4,30s,"Drama,Music",119441,7.5,1
1517,The Imitation Game,1393517,4,30s,"Biography,Drama,Thriller",594287,8.0,1
1518,Black Mirror,480417,4,30s,"Drama,Sci-Fi,Thriller",266170,8.9,1
1519,Assassin's Creed,1262061,4,30s,"Action,Adventure,Fantasy",159370,5.8,0
1520,Insidious: Chapter 2,885211,4,30s,"Horror,Mystery,Thriller",136002,6.6,0
1521,Don Jon,327791,4,30s,"Comedy,Drama,Romance",212317,6.6,0
1522,Nymphomaniac: Vol. I,11854,3,40s,Drama,102438,6.9,0
1523,Carrie,1761935,6,teenager,"Drama,Horror",122547,5.9,0
1524,The Hangover Part III,188089,4,30s,"Adventure,Comedy,Crime",261929,5.8,0
1525,The Hunger Games: Catching Fire,2163950,5,20s,"Action,Adventure,Mystery",562098,7.5,1
1526,The Hunger Games: Mockingjay - Part 1,2163950,5,20s,"Action,Adventure,Sci-Fi",366465,6.7,0
1527,The Hunger Games: Mockingjay - Part 2,2163950,5,20s,"Action,Adventure,Sci-Fi",239354,6.6,0
1528,Noah,12591,3,40s,"Action,Adventure,Drama",223523,5.8,0
1529,The Hitman's Bodyguard,17387,3,40s,"Action,Comedy,Thriller",149878,6.9,0
1530,Tomorrowland,12586,2,50s,"Action,Adventure,Family",157905,6.4,0
1531,King Arthur: Legend of the Sword,384849,4,30s,"Action,Adventure,Drama",159149,6.8,0
1532,Rush,122810,4,30s,"Action,Biography,Drama",381087,8.1,1
1533,Pain & Gain,12705,3,40s,"Action,Comedy,Crime",182744,6.4,0
1534,Begin Again,456074,5,20s,"Comedy,Drama,Music",126105,7.4,1
1535,Thor: The Dark World,1350305,5,20s,"Action,Adventure,Fantasy",508739,7.0,0
1536,Pitch Perfect,419338,5,20s,"Comedy,Music,Romance",248347,7.2,0
1537,The Internship,13144,3,40s,Comedy,176441,6.3,0
1538,Valerian and the City of a Thousand Planets,2827669,4,30s,"Action,Adventure,Fantasy",130372,6.5,0
1539,Hannibal,207605,4,30s,"Crime,Drama,Horror",195766,8.5,1
1540,Big Hero 6,3738010,6,teenager,"Action,Adventure,Animation",351735,7.8,1
1541,Horrible Bosses 2,13329,3,40s,"Comedy,Crime",139633,6.3,0
1542,The Monuments Men,12586,2,50s,"Comedy,Drama,History",115138,6.1,0
1543,American Sniper,188089,4,30s,"Action,Biography,Drama",388767,7.3,1
1544,Into the Woods,419338,5,20s,"Adventure,Comedy,Drama",120290,6.0,0
1545,The Purge,12623,3,40s,"Horror,Thriller",176826,5.7,0
1546,Grown Ups 2,11795,3,40s,Comedy,124915,5.4,0
1547,Arrow,1974979,4,30s,"Action,Adventure,Crime",367309,7.7,1
1548,About Time,1851538,5,20s,"Comedy,Drama,Fantasy",250141,7.8,1
1549,Oculus,2456236,5,20s,"Horror,Mystery",103934,6.5,0
1550,Avengers: Age of Ultron,12838,3,40s,"Action,Adventure,Sci-Fi",614568,7.4,1
1551,Predestination,12623,3,40s,"Drama,Mystery,Sci-Fi",217368,7.5,1
1552,The Family,12597,1,+60s,"Comedy,Crime,Thriller",100395,6.3,0
1553,The Magnificent Seven,12706,1,+60s,"Action,Adventure,Western",161253,6.9,0
1554,The Heat,12576,3,40s,"Action,Comedy,Crime",150159,6.6,0
1555,Atomic Blonde,12697,3,40s,"Action,Mystery,Thriller",139251,6.7,0
1556,Dumb and Dumber To,12583,2,50s,"Adventure,Comedy",114867,5.6,0
1557,Inside Out,659025,3,40s,"Adventure,Animation,Comedy",508095,8.2,1
1558,Spring Breakers,1412853,5,20s,"Comedy,Crime,Drama",123189,5.3,0
1559,Dawn of the Planet of the Apes,12661,2,50s,"Action,Adventure,Drama",380671,7.6,1
1560,Jagten,573822,3,40s,Drama,230075,8.3,1
1561,Transformers: Age of Extinction,12705,3,40s,"Action,Adventure,Sci-Fi",276710,5.7,0
1562,Hacksaw Ridge,2058216,4,30s,"Biography,Drama,History",342761,8.1,1
1563,Pixels,11795,3,40s,"Action,Comedy,Sci-Fi",115774,5.6,0
1564,San Andreas,416932,3,40s,"Action,Adventure,Drama",184538,6.1,0
1565,Saving Mr. Banks,13131,2,50s,"Biography,Comedy,Drama",134958,7.5,1
1566,The Accountant,12718,3,40s,"Action,Crime,Drama",222007,7.4,1
1567,The Hobbit: The Battle of the Five Armies,17248,1,+60s,"Adventure,Fantasy",425211,7.4,1
1568,Alien: Covenant,1262061,4,30s,"Horror,Sci-Fi,Thriller",213658,6.4,0
1569,Enemy,351402,4,30s,"Mystery,Thriller",136377,6.9,0
1570,The Babadook,212883,3,40s,"Drama,Horror",162581,6.8,0
1571,Fifty Shades of Grey,421297,5,20s,"Drama,Romance,Thriller",270863,4.1,0
1572,The Expendables 3,12693,1,+60s,"Action,Adventure,Thriller",151573,6.1,0
1573,Blue Jasmine,11553,3,40s,Drama,175342,7.3,1
1574,White House Down,1621441,4,30s,"Action,Drama,Thriller",187113,6.4,0
1575,PK,445837,3,40s,"Comedy,Drama,Fantasy",130461,8.2,1
1576,The Mummy,12592,2,50s,"Action,Adventure,Fantasy",144364,5.5,0
1577,True Detective,13144,3,40s,"Crime,Drama,Mystery",415709,9.0,1
1578,Jessica Jones,1439339,4,30s,"Action,Crime,Drama",164607,8.1,1
1579,The Intern,12597,1,+60s,"Comedy,Drama",184511,7.1,0
1580,Sense8,46733,4,30s,"Drama,Mystery,Sci-Fi",118579,8.4,1
1581,Peaky Blinders,595622,4,30s,"Crime,Drama",162018,8.8,1
1582,Taken 3,13016,1,+60s,"Action,Thriller",159812,6.0,0
1583,Joy,2163950,5,20s,Drama,113857,6.6,0
1584,Brooklyn Nine-Nine,119113,2,50s,"Comedy,Crime",121576,8.4,1
1585,Star Wars: Episode VII - The Force Awakens,5149193,5,20s,"Action,Adventure,Fantasy",761105,8.0,1
1586,Spider-Man: Homecoming,3949446,5,20s,"Action,Adventure,Sci-Fi",372378,7.5,1
1587,Serbuan maut 2: Berandal,3254496,4,30s,"Action,Crime,Thriller",101454,8.0,1
1588,Kung Fu Panda 3,99526,3,40s,"Action,Adventure,Animation",109014,7.1,0
1589,Gone Girl,12718,3,40s,"Crime,Drama,Mystery",729514,8.1,1
1590,Finding Dory,11726,2,50s,"Adventure,Animation,Comedy",202704,7.3,1
1591,The Grand Budapest Hotel,12609,2,50s,"Adventure,Comedy,Drama",609451,8.1,1
1592,La vie d'Ad̬le,2308873,5,20s,"Drama,Romance",119485,7.8,1
1593,Jumanji: Welcome to the Jungle,416932,3,40s,"Action,Adventure,Comedy",217544,7.0,0
1594,Minions,12576,2,50s,"Action,Adventure,Animation",185505,6.4,0
1595,22 Jump Street,1621441,4,30s,"Action,Comedy,Crime",309761,7.0,0
1596,Frozen,68452,4,30s,"Adventure,Animation,Comedy",498589,7.5,1
1597,Olympus Has Fallen,118025,3,40s,"Action,Thriller",230042,6.5,0
1598,Wild,13165,4,30s,"Adventure,Biography,Drama",107270,7.1,0
1599,Vikings,774224,4,30s,"Action,Adventure,Drama",311207,8.6,1
1600,Avengers: Infinity War,12838,2,50s,"Action,Adventure,Fantasy",530839,8.5,1
1601,Mr. Robot,1903530,4,30s,"Crime,Drama,Thriller",265992,8.6,1
1602,Don't Breathe,13863,1,+60s,"Crime,Horror,Thriller",175286,7.1,0
1603,The Gift,13329,3,40s,"Drama,Mystery,Thriller",118402,7.1,0
1604,Jason Bourne,12817,3,40s,"Action,Thriller",183367,6.6,0
1605,Rogue One,404954,4,30s,"Action,Adventure,Sci-Fi",450975,7.8,1
1606,Gotham,1528808,4,30s,"Action,Crime,Drama",184066,7.9,1
1607,Snowden,327791,4,30s,"Biography,Drama,Thriller",112117,7.3,1
1608,Solo: A Star Wars Story,2458829,5,20s,"Action,Adventure,Fantasy",176322,7.0,0
1609,La La Land,324317,4,30s,"Comedy,Drama,Music",404949,8.0,1
1610,The Nice Guys,12591,2,50s,"Action,Comedy,Crime",227404,7.4,1
1611,War for the Planet of the Apes,735551,2,50s,"Action,Adventure,Drama",189077,7.5,1
1612,The Hateful Eight,12631,1,+60s,"Crime,Drama,Mystery",410782,7.8,1
1613,The Lobster,268626,4,30s,"Comedy,Drama,Romance",163390,7.1,0
1614,Sing,12653,3,40s,"Animation,Comedy,Family",106697,7.1,0
1615,The Flash,2669178,5,20s,"Action,Adventure,Drama",262046,7.9,1
1616,Now You See Me 2,257728,4,30s,"Action,Adventure,Comedy",202581,6.5,0
1617,The Blacklist,13115,2,50s,"Crime,Drama,Mystery",147446,8.1,1
1618,The Originals,582236,4,30s,"Drama,Fantasy,Horror",101129,8.3,1
1619,Ted 2,12705,3,40s,Comedy,158615,6.3,0
1620,Star Trek: Beyond,1665481,4,30s,"Action,Adventure,Sci-Fi",202387,7.1,0
1621,The 100,1516781,5,20s,"Drama,Mystery,Sci-Fi",164701,7.8,1
1622,Me Before You,3486169,5,20s,"Drama,Romance",158818,7.4,1
1623,Locke,358028,4,30s,Drama,116185,7.1,0
1624,Game Night,13329,3,40s,"Action,Comedy,Crime",130814,7.0,0
1625,Narcos,50907,4,30s,"Biography,Crime,Drama",271256,8.8,1
1626,The Secret Life of Pets,135052,3,40s,"Adventure,Animation,Comedy",153435,6.5,0
1627,Fury,12556,2,50s,"Action,Drama,War",368970,7.6,1
1628,Everest,167446,3,40s,"Action,Adventure,Biography",175656,7.1,0
1629,Beauty and the Beast,871750,5,20s,"Family,Fantasy,Musical",222052,7.2,0
1630,Star Wars: Episode VIII - The Last Jedi,5149193,5,20s,"Action,Adventure,Fantasy",428889,7.2,0
1631,Arrival,11456,3,40s,"Drama,Mystery,Sci-Fi",481386,7.9,1
1632,Crimson Peak,2092308,5,20s,"Drama,Fantasy,Horror",115550,6.5,0
1633,A Million Ways to Die in the West,497248,3,40s,"Comedy,Western",156626,6.1,0
1634,Shingeki no kyojin,2181063,5,20s,"Action,Adventure,Animation",103415,8.8,1
1635,Get Hard,13604,3,40s,"Comedy,Crime",107237,6.0,0
1636,Birdman or (The Unexpected Virtue of Ignorance),12937,1,+60s,"Comedy,Drama",497737,7.7,1
1637,Me and Earl and the Dying Girl,3244519,5,20s,"Comedy,Drama,Romance",108783,7.8,1
1638,Hell or High Water,1665481,4,30s,"Action,Crime,Drama",164077,7.6,1
1639,Whiplash,2008256,5,20s,"Drama,Music",581879,8.5,1
1640,The Fault in Our Stars,901830,5,20s,"Drama,Romance",304098,7.7,1
1641,The Interview,270910,4,30s,Comedy,279920,6.6,0
1642,Annihilation,12667,4,30s,"Adventure,Drama,Horror",185039,6.9,0
1643,Kingsman: The Secret Service,12610,2,50s,"Action,Adventure,Comedy",525316,7.7,1
1644,Fargo,13134,2,50s,"Crime,Drama,Thriller",256036,9.0,1
1645,Furious Seven,16911,3,40s,"Action,Crime,Thriller",327109,7.2,0
1646,The Purge: Anarchy,338824,3,40s,"Action,Horror,Thriller",122391,6.5,0
1647,Batman v Superman: Dawn of Justice,12718,3,40s,"Action,Adventure,Fantasy",552946,6.5,0
1648,The Theory of Everything,1663698,4,30s,"Biography,Drama,Romance",343924,7.7,1
1649,Relatos salvajes,336709,2,50s,"Comedy,Drama,Thriller",142746,8.1,1
1650,Better Call Saul,612718,2,50s,"Crime,Drama",234858,8.7,1
1651,The Jungle Book,5548453,6,teenager,"Adventure,Drama,Family",232441,7.4,1
1652,Inferno,12621,2,50s,"Action,Adventure,Crime",131643,6.2,0
1653,The Conjuring 2,268261,3,40s,"Horror,Mystery,Thriller",181952,7.4,1
1654,Creed,421581,5,20s,"Drama,Sport",206920,7.6,1
1655,Spy,538637,3,40s,"Action,Comedy,Crime",208530,7.0,0
1656,Trainwreck,2248519,4,30s,"Comedy,Drama,Romance",118699,6.2,0
1657,Room,473163,5,20s,"Drama,Thriller",293632,8.2,1
1658,Fantastic Beasts and Where to Find Them,1663698,4,30s,"Adventure,Family,Fantasy",334675,7.3,1
1659,Pitch Perfect 2,419338,5,20s,"Comedy,Music",125711,6.4,0
1660,Rick and Morty,1703793,4,30s,"Adventure,Animation,Comedy",240201,9.3,1
1661,Nightcrawler,351402,4,30s,"Crime,Drama,Thriller",386171,7.9,1
1662,Lucy,420558,5,20s,"Action,Sci-Fi,Thriller",389832,6.4,0
1663,Red Sparrow,2163950,5,20s,"Action,Drama,Thriller",114338,6.6,0
1664,Chef,265578,3,40s,"Adventure,Comedy,Drama",168530,7.3,1
1665,I Origins,647975,4,30s,"Drama,Romance,Sci-Fi",100836,7.4,1
1666,Insurgent,901830,5,20s,"Action,Adventure,Sci-Fi",192846,6.2,0
1667,John Wick,12669,3,40s,"Action,Crime,Thriller",406513,7.3,1
1668,Zootopia,322654,4,30s,"Adventure,Animation,Comedy",361555,8.0,1
1669,The Walk,327791,4,30s,"Adventure,Biography,Drama",106369,7.3,1
1670,Logan,410842,3,40s,"Action,Drama,Sci-Fi",521631,8.1,1
1671,Still Alice,12657,2,50s,Drama,113049,7.5,1
1672,Daredevil,1394671,4,30s,"Action,Crime,Drama",312774,8.7,1
1673,Annabelle,1912896,4,30s,"Horror,Mystery,Thriller",115408,5.4,0
1674,Transformers: The Last Knight,12705,3,40s,"Action,Adventure,Sci-Fi",109335,5.2,0
1675,X-Men: Apocalypse,527448,4,30s,"Action,Adventure,Sci-Fi",335874,7.0,0
1676,Jack Reacher: Never Go Back,12592,2,50s,"Action,Adventure,Thriller",114594,6.1,0
1677,Sicario,1464683,4,30s,"Action,Crime,Drama",312646,7.6,1
1678,Murder on the Orient Express,12573,2,50s,"Crime,Drama,Mystery",164697,6.5,0
1679,What We Do in the Shadows,1473280,4,30s,"Comedy,Horror",115127,7.6,1
1680,Captain America: Civil War,267611,4,30s,"Action,Adventure,Sci-Fi",533652,7.8,1
1681,Thor: Ragnarok,1350305,4,30s,"Action,Adventure,Comedy",406847,7.9,1
1682,Moana,6983568,6,teenager,"Adventure,Animation,Comedy",208389,7.6,1
1683,It Follows,2219984,5,20s,"Horror,Mystery",173033,6.9,0
1684,Sully,12621,2,50s,"Biography,Drama",189030,7.5,1
1685,London Has Fallen,118025,3,40s,"Action,Thriller",119674,5.9,0
1686,Allied,12556,2,50s,"Action,Drama,Romance",118175,7.1,0
1687,The Martian,12817,3,40s,"Adventure,Drama,Sci-Fi",645889,8.0,1
1688,Bridge of Spies,12621,2,50s,"Drama,History,Thriller",253062,7.6,1
1689,Kong: Skull Island,1288114,4,30s,"Action,Adventure,Fantasy",220386,6.7,0
1690,Lion,2413216,5,20s,"Biography,Drama",169423,8.1,1
1691,The VVitch: A New-England Folktale,5561900,6,teenager,"Horror,Mystery",142013,6.8,0
1692,American Made,12592,2,50s,"Action,Biography,Comedy",119803,7.2,0
1693,Captain Fantastic,12161,2,50s,"Comedy,Drama",149314,7.9,1
1694,Legend,358028,4,30s,"Biography,Crime,Drama",132248,7.0,0
1695,Incredibles 2,17302,1,+60s,"Action,Adventure,Animation",143004,7.9,1
1696,The Girl on the Train,1464683,4,30s,"Crime,Drama,Mystery",142535,6.5,0
1697,Manchester by the Sea,13192,3,40s,Drama,200747,7.8,1
1698,Maze Runner: The Scorch Trials,3641210,5,20s,"Action,Sci-Fi,Thriller",192647,6.3,0
1699,The Shallows,496921,5,20s,"Drama,Horror,Thriller",102093,6.3,0
1700,Lucifer,241353,4,30s,"Crime,Drama,Fantasy",124762,8.2,1
1701,The Lego Batman Movie,16752,3,40s,"Action,Animation,Comedy",106648,7.3,1
1702,Battle of the Bastards,211311,3,40s,"Action,Adventure,Drama",157274,9.9,1
1703,The Winds of Winter,211311,3,40s,"Action,Adventure,Drama",108038,9.9,1
1704,Baby Driver,4823084,5,20s,"Action,Crime,Drama",335098,7.6,1
1705,Guardians of the Galaxy Vol. 2,666394,4,30s,"Action,Adventure,Comedy",425053,7.7,1
1706,Bright,12689,3,40s,"Action,Crime,Fantasy",138700,6.4,0
1707,Mother!,2163950,5,20s,"Drama,Horror,Mystery",140900,6.6,0
